user,text
arierhase,b'RT @SputnikInt: Chaos erupts after #WhiteLivesMatter crashes #BlackHistory ceremony in #Texas (VIDEO) https://t.co/iH7XMKiMgT https://t.co/\xe2\x80\xa6'
mwengway,b'RT @SputnikInt: Chaos erupts after #WhiteLivesMatter crashes #BlackHistory ceremony in #Texas (VIDEO) https://t.co/iH7XMKiMgT https://t.co/\xe2\x80\xa6'
Ukrayan,b'RT @SputnikInt: Chaos erupts after #WhiteLivesMatter crashes #BlackHistory ceremony in #Texas (VIDEO) https://t.co/iH7XMKiMgT https://t.co/\xe2\x80\xa6'
RoundhallHero,b'#hiya #Darren #wearethementalhealthteam. We would feel better if you were dead or fat. #blacklivesmatter #whitelivesmatter'
PauloMe24204987,b'RT @SputnikInt: Chaos erupts after #WhiteLivesMatter crashes #BlackHistory ceremony in #Texas (VIDEO) https://t.co/iH7XMKiMgT https://t.co/\xe2\x80\xa6'
aTTicus512,b'Something I put together. Work in progress.\n#whitelivesmatter rally #Austin \nhttps://t.co/Ajd4rW5t58'
therusnews,b'RT @SputnikInt: Chaos erupts after #WhiteLivesMatter crashes #BlackHistory ceremony in #Texas (VIDEO) https://t.co/iH7XMKiMgT https://t.co/\xe2\x80\xa6'
DRmhussain3,b'RT @SputnikInt: Chaos erupts after #WhiteLivesMatter crashes #BlackHistory ceremony in #Texas (VIDEO) https://t.co/iH7XMKiMgT https://t.co/\xe2\x80\xa6'
PrincessBibiRF_,b'RT @SputnikInt: Chaos erupts after #WhiteLivesMatter crashes #BlackHistory ceremony in #Texas (VIDEO) https://t.co/iH7XMKiMgT https://t.co/\xe2\x80\xa6'
cananyilmazz,b'RT @SputnikInt: Chaos erupts after #WhiteLivesMatter crashes #BlackHistory ceremony in #Texas (VIDEO) https://t.co/iH7XMKiMgT https://t.co/\xe2\x80\xa6'
PanAfricanists,b'RT @SputnikInt: Chaos erupts after #WhiteLivesMatter crashes #BlackHistory ceremony in #Texas (VIDEO) https://t.co/iH7XMKiMgT https://t.co/\xe2\x80\xa6'
sketsanewscom,b'rt@SputnikInt\nChaos erupts after #WhiteLivesMatter crashes #BlackHistory ceremony in #Texas (VIDEO)... https://t.co/xYKA5b0nht'
NovaShpakova,b'RT @SputnikInt: Chaos erupts after #WhiteLivesMatter crashes #BlackHistory ceremony in #Texas (VIDEO) https://t.co/iH7XMKiMgT https://t.co/\xe2\x80\xa6'
sketsanewscom,b'rt@SputnikInt\nChaos erupts after #WhiteLivesMatter crashes #BlackHistory ceremony in #Texas (VIDEO)\xe2\x80\xa6 https://t.co/mjjFbllWIA'
EuroAmericans,b'RT @SputnikInt: Chaos erupts after #WhiteLivesMatter crashes #BlackHistory ceremony in #Texas (VIDEO) https://t.co/iH7XMKiMgT https://t.co/\xe2\x80\xa6'
SputnikInt,b'Chaos erupts after #WhiteLivesMatter crashes #BlackHistory ceremony in #Texas (VIDEO) https://t.co/iH7XMKiMgT https://t.co/zWDW0xWFP6'
IAmAndrewHoover,"b""RT @YourAnonNews: Hey @FoxNews, you spelled Nazis wrong, it's not spelled #WhiteLivesMatter. Go home, you're drunk! #NotMyPresident https:/\xe2\x80\xa6"""
gopsharknoir,"b'SO, #America #BLUELIVESMATTER #BLACKLIVESMATTER #WHITELIVESMATTER #AllLivesMatter KINDA SAD, WHEN THE ENEMY, HAVE A\xe2\x80\xa6 https://t.co/rHJX1fSogw'"
alysonanne_,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
StrawLivesMattr,"b'Yes, put it on my grave that #ISaluteWhitePeople. Never before has a single race done so much for the world!!! #Whitelivesmatter^'"
Freexdun,b'RT @BLACKANDCRAZYY: #whitelivesmatter is just a protest so that Racist White people can have more rights then any other race..'
Autumn__MD,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
sydcra,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
exaltedkings,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
helinaalmonte,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
shamelesslams,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
ItsDazja,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
SaltInMyTea,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
Mjtk12345Mj,"b""RT @DivineWhiteRace: Blacks responsible 4 Slavery not #Whites. We're Innocent &amp; demand a apoloigize. WHITE LIVES MATTER #WhiteLivesMatter h\xe2\x80\xa6"""
CmonMustard,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
Vatueil_eve1,"b'#police shoot blonde white girl today in #SanDiego mall, no riots reported. \n\n#whitelivesmatter #roflcopter #TRUMP #doomed'"
StrawLivesMattr,"b'My race has a rich history, I am of course talking about caucasians. #WhiteLivesMatter ^'"
babielotion,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
CallMeGelle,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
StrawLivesMattr,b'#blacklivesmatter ???? Uh.... to who??? Not ME...... #WHITElivesmatter !!'
NickUCLAFAM,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
jamesdixon25,"b'remember #whitelivesmatter and #whitebirthsmatter , HOPE https://t.co/AOgp576cvl'"
FlossySpice,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
daddyblasian,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
IWearAKilt,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
MxJColquhoun,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
darthellen,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
audrelordt,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
shabamwam,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
cassiesandmark,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
femimachine,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
sophiaa404,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
fuckshanaynay,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
sugoi_pie,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
lissaliss_,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
Ali_Teixeira,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
brownxsugarrr,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
Jordyyy_Neshell,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
Ashley_loudest,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
gnaaaarly,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
imstilltoofly,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
NewaHailu,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
Broadway_hippie,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
GforGABRIELLE,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
Drea_Rose47,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
Melaninneal,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
93whoranjh,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
aliennboyy,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
lofimaya,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
kai_gotdajuice,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
MeIaninGoddesss,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
Haitianplug,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
barbohydrate,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
either_orwell,"b'Agreed. When the police though are tools of a totalitarian state, they must be killed to save our people.\xe2\x80\xa6 https://t.co/uP6hzf6tkd'"
a_afre,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
Mbulaheni_R,b'@AlexanderDempe2 #whitelivesmatter Are you gay?'
AlexanderDempe2,"b'""@Mbulaheni_R: @AlexanderDempe2 Ask farmers and they\'ll tell you. We\'ll just serve you rat poisin in the restaurants. #whitelivesmatter'"
AlexanderDempe2,"b'""@Mbulaheni_R: @AlexanderDempe2 Only stupid and stubborn settlers will be slaughtered except those who are wise."" #whitelivesmatter.'"
khristyvn,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
sundus_9,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
StrawLivesMattr,"b'IF U THINK #whitelivesmatter is a hate group, u are a hateful biggot. WHAT MAKES MY LIFE LESS VALUABLE?*'"
kerrythekingg,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
tarahG_15,b'RT @ThatGirlJae16: I turn on the news and see a protest on how #whitelivesmatter. Why not #ALLlivesmatter?\n#LoveYourNeighbor'
ThatGirlJae16,b'I turn on the news and see a protest on how #whitelivesmatter. Why not #ALLlivesmatter?\n#LoveYourNeighbor'
asianchicks,b'Funny to see white people carrying #BlackLivesMatters posters. Love to see JUST ONE with balls enough to hold up #Whitelivesmatter LOL'
daeyamz,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
strngerizzy,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
losingallofme,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
soigne_metaphor,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
KBakaTHEBEST23,b'@its_gio97 @Hayleylee24 you right dookie booty cracker #WhiteLivesMatter'
kiss_central,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
saucycarina,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
HiiiShaq,"b""RT @NikoUgly: Why are black people always brought up? Bitch it's #WhiteLivesMatter &amp; #BlueLivesMatter but you choose us to be in your retar\xe2\x80\xa6"""
VerifiedVaniity,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
Mystique_3,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
vi_vi_ca,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
HarpistTyra,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
Huargo_Zombie30,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
smoresgurl,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
_marissajames,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
Sierraaxr,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
deathdrab4cutie,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
titterrall,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
HassnainAraby,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
castleofbricks_,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
UrbanizedMonk,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
musix621,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
ohhbye_bry,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
Logwace,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
madewithmelxnin,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
houghfullpuff,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
sddphoto,"b""RT @YourAnonNews: Hey @FoxNews, you spelled Nazis wrong, it's not spelled #WhiteLivesMatter. Go home, you're drunk! #NotMyPresident https:/\xe2\x80\xa6"""
2naijapapi,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
_napturality,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
jawndraper,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
JustKiese,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
wickedself,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
amandlaintifada,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
CriticalNPetty,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
nativechi_,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
Sara_6277,b'Migrant Brags about Rape of European women https://t.co/AX6UgMe1mp #whitelivesmatter #rapefugees #MarineLePen #Presidentielle2017'
