user,text
misterchuck719,b'austin socialist collective rally against the Morons #WhiteLivesMatter. BUT I find it Funny they have Soviet symbol\xe2\x80\xa6 https://t.co/yGo6CL4uya'
JoseLugoMMA,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
Kaimandante,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
austin615,"b'The #whitelivesmatter protesters in #austin yesterday were typical obese, buck-toothed #texas hillbillies. @gop #txlege @gregabbott_tx'"
wtfemilyomg1,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
StrawLivesMattr,"b'My race has a rich history, I am of course talking about caucasians. #WhiteLivesMatter !!'"
ndnsailormoon,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
MochaCamille,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
vtred1,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
Loenoi_,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
gloriousspaceco,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
ulverheim,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
ZhouChauster,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
kim77187056,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
preaids,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
RoundhallHero,b'#wop #wop #thisisthesoundofthepolice You all go to prison because you are pricks.  #whitelivesmatter'
Nicoetvitae,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
YungLeiFeng,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
_DeepWaters,b'RT @bitterarab: Already know #whitelivesmatter when everyone was devastated at the Paris and Belgium attacks but silent on terror attacks i\xe2\x80\xa6'
RoundhallHero,b'#wop #wop #thisisthesoundofthepolice  we use the mental health act to incarcerate those who challenge our ways. #whitelivesmatter'
queenjojobro,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
mielkeway54,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
drmdbc_pb,b'RT @nessie33: LOVE WHO YOU ARE!!! \nWhite people exist! \nWhite people have the right to exist as White people!\nBE WHITE!!!\n#WhiteLivesMatter\xe2\x80\xa6'
Chairmannsm,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
TheRedManAss,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
Ford_McG,"b'RT @DrDavidDuke: Look who showed up to protest the #WhiteLivesMatter demonstration today in Austin, TX. The ""protesters"" were calling for d\xe2\x80\xa6'"
benzrf,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
Mbulaheni_R,"b'@AlexanderDempe2 #whitelivesmatter Show me whites who got no electricity, water, flushing toilets and houses.'"
abyurn,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
Standplaats_KRK,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
primezmg,b'a Group of masked strikers with weapons in #Austin standing up against #WhiteLivesMatter rally. No clashes reported\xe2\x80\xa6 https://t.co/Rl4k0udgVK'
FINGALOLS,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
MorganAndrews75,"b'RT @BostonHateParty: Only unintelligent, tone deaf, petty and jealous individuals would throw a #whitelivesmatter protest. \xf0\x9f\x99\x84\xf0\x9f\x96\x95'"
AlexanderDempe2,b'They still believe we whites are privileged. Please provide me with evidence if not I rest my case! #whitelivesmatter'
BostonHateParty,"b'Only unintelligent, tone deaf, petty and jealous individuals would throw a #whitelivesmatter protest. \xf0\x9f\x99\x84\xf0\x9f\x96\x95'"
HyperObserver,b'#Austin #Texas: 8 arrested Sat in #WhiteLivesMatter clash w anti Trumpers at  Capitol statue dedication. https://t.co/qlW3QFR359'
xiloxoch,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
ReTwitStorm,b'RT @ShamDeluxe: You know these #WhiteLivesMatter dickheads wanted Romo to start. #BALvsDAL'
ShamDeluxe,b'You know these #WhiteLivesMatter dickheads wanted Romo to start. #BALvsDAL'
mockocelot,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
beatoasorridere,b'RT @bitterarab: Already know #whitelivesmatter when everyone was devastated at the Paris and Belgium attacks but silent on terror attacks i\xe2\x80\xa6'
Hwy1Trvlr,"b'RT @DrDavidDuke: Look who showed up to protest the #WhiteLivesMatter demonstration today in Austin, TX. The ""protesters"" were calling for d\xe2\x80\xa6'"
FroggyDeb2005,"b'RT @TopherCarlton: What say you, .@ACLU???? Seems like #discrimination. .@TheJusticeDept .@HamiltonMusical .@ACLJ .@JaySekulow #WhiteLivesM\xe2\x80\xa6'"
steph14156,b'RT @roflmaoism @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/PuHrZ7Uozq @FISTdetroit #tx'
TopherCarlton,"b'What say you, .@ACLU???? Seems like #discrimination. .@TheJusticeDept .@HamiltonMusical .@ACLJ .@JaySekulow\xe2\x80\xa6 https://t.co/VzU5KdQWkX'"
rxalewis,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
solvirus,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
annakissed36,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
Linkfan7,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
MrSidMan,"b'Thanks for your Clarifications via Tweet,\nNow everyone should magically have an open mind! \n#NoLivesMatter\xe2\x80\xa6 https://t.co/pO5gMWsvmo'"
Jonray93,"b""@nbcchicago Both @blacklivesmatter and @whitelivesmatter are racist organizations which I won't have anything to do with."""
MrSidMan,"b'Yes, maybe because it makes the rest of the Whites look Bad collectively as a whole But whats new?!\n#HatingWhitey\xe2\x80\xa6 https://t.co/J8se9qBXYd'"
Hwy1Trvlr,b'#WhiteLivesMatter ? Seriously!!!\n#AllLivesMatter....\xf0\x9f\x8c\x8e\xf0\x9f\x8c\x90'
blacktlkradio,b'#whitelivesmatter is redundant...except for ignorant ass rednecks(not all) who never read a book...this only countr\xe2\x80\xa6 https://t.co/sin3dmf5ld'
ElDemento,b'#TrumpTransition nazis out of Austin! #nazitrumpsfuckoff #whitelivesmatter https://t.co/y8r9FKvDkU'
ChingonaCommie,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
MrsDestinyBlack,b'RT @lupinxblack: ban home of sexuals!!! #votetrump #whitelivesmatter #momof3 #proudmom #hetero https://t.co/JbvVojpBex'
lupinxblack,b'ban home of sexuals!!! #votetrump #whitelivesmatter #momof3 #proudmom #hetero https://t.co/JbvVojpBex'
vlixxord,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
tipsyTentacle,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
DerenicByrd,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
TheMrsDarcy,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
MrSidMan,b'Waiting for the day when #WhiteLivesMatter clogs the streets and blocks #traffic.\n..?\n#DisruptSociety\n#BLM #NotMyPresident @realDonaldTrump'
Jewnuir,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
jinngaa,"b""RT @YourAnonNews: Hey @FoxNews, you spelled Nazis wrong, it's not spelled #WhiteLivesMatter. Go home, you're drunk! #NotMyPresident https:/\xe2\x80\xa6"""
KMcCartyAD7,b'So inspiring to attend-but sad to see #WhiteLivesMatter protestors donning #MAGA hats.  Our new normal? I hope not! https://t.co/DcUCewHZiz'
Niklasaahlin,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
interludehealy,b'RT @glumkid: #whitelivesmatter\xf0\x9f\x91\xb9 omg it works https://t.co/QsrIVOgSaM'
eurritz,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
loserlyndsey,b'RT @glumkid: #whitelivesmatter\xf0\x9f\x91\xb9 omg it works https://t.co/QsrIVOgSaM'
tinypirata,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
WFMY,b'#WhiteLivesMatter met with clashing #protesters in #Austin - https://t.co/MD4mrJlNFT https://t.co/LferXW3LKd'
HJCtoday,b'RT @Godwetrust777: #huffintonpost #WhiteHouse #RedNationRising #whitelivesmatter #MAGA #BoycottCNN mikepence  #CNNSOTU #WETHEPEOPLE #ProudA\xe2\x80\xa6'
KingTherapy,b'RT @ArtDifficulty: This is not hyperbole. The call of whitelivesmatter is concretely linked to fascist mobilization. https://t.co/E5RoDEyb8\xe2\x80\xa6'
JoshuaOpolko,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
redsovereign,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
anastasialie83,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
ElDemento,b'Protest organizer for #whitelivesmatter had a Trump2016 cap on. #naziamerica #TrumpTransition #MakeAmericaGreatAgain https://t.co/a4IcC4Pca6'
